State Abbreviation,Larceny-theft,Property crime,State,City,Burglary,Population 2000,Aggravated assault,Murder and non-negligent manslaughter,Arson,Forcible rape,Violent crime,Motor vehicle theft,County,latitude,longitude
TX,27.0,47.0,TX,Yorktown,20.0,2271.0,15.0,0.0,1,6.0,22.0,0.0,DeWitt County,28.9810848236084,-97.5027770996094
TX,941.0,1436.0,TX,Cedar Hill,375.0,-99999.0,79.0,2.0,6,6.0,117.0,120.0,Floyd County,34.1436958312988,-101.205169677734
TX,181.0,260.0,TX,Lacy-Lakeview,51.0,5764.0,16.0,0.0,1,6.0,25.0,28.0,McLennan County,31.6293334960938,-97.102783203125
TX,589.0,727.0,TX,Bellmead,93.0,9214.0,97.0,0.0,7,6.0,117.0,45.0,McLennan County,31.5940551757812,-97.1088943481445
TX,117.0,160.0,TX,Cuero,39.0,6571.0,18.0,0.0,1,6.0,27.0,4.0,DeWitt County,29.093864440918,-97.2891540527344
TX,307.0,397.0,TX,Tomball,61.0,9089.0,26.0,1.0,0,7.0,43.0,29.0,Harris County,30.0971565246582,-95.6160507202148
TX,354.0,477.0,TX,Jasper,101.0,8247.0,49.0,0.0,5,7.0,69.0,22.0,Jasper County,30.9202003479004,-93.99658203125
TX,440.0,763.0,TX,South Houston,171.0,15833.0,49.0,1.0,1,7.0,124.0,152.0,Harris County,29.6630115509033,-95.2354965209961
TX,1468.0,1872.0,TX,Allen,333.0,43554.0,36.0,0.0,4,7.0,59.0,71.0,Collin County,33.1031799316406,-96.6705551147461
TX,431.0,550.0,TX,Keller,99.0,27345.0,12.0,2.0,0,7.0,25.0,20.0,Tarrant County,32.9345664978027,-97.2516784667969
TX,256.0,335.0,TX,Commerce,68.0,7669.0,16.0,0.0,0,7.0,36.0,11.0,Hunt County,33.2470512390137,-95.8999633789062
TX,138.0,204.0,TX,Ingleside,52.0,9388.0,8.0,0.0,6,7.0,16.0,14.0,San Patricio County,27.8778038024902,-97.2116546630859
TX,488.0,602.0,TX,Stephenville,90.0,14921.0,26.0,0.0,2,7.0,35.0,24.0,Erath County,32.2206993103027,-98.202262878418
TX,608.0,896.0,TX,Gainesville,235.0,15538.0,102.0,2.0,3,7.0,130.0,53.0,Cooke County,33.6259384155273,-97.1333465576172
TX,415.0,590.0,TX,Deer Park,134.0,28520.0,57.0,0.0,5,8.0,71.0,41.0,Harris County,29.705228805542,-95.1238174438477
TX,823.0,1057.0,TX,Huntsville,176.0,35078.0,93.0,2.0,0,8.0,142.0,58.0,Walker County,30.7235221862793,-95.55078125
TX,616.0,784.0,TX,Flower Mound,135.0,50702.0,24.0,2.0,1,8.0,38.0,33.0,Denton County,33.0145606994629,-97.0969619750977
TX,1310.0,1657.0,TX,Alice,292.0,19010.0,139.0,0.0,15,8.0,152.0,55.0,Jim Wells County,27.7522449493408,-98.0697250366211
TX,615.0,812.0,TX,Rockwall,142.0,17976.0,46.0,0.0,0,8.0,64.0,55.0,Rockwall County,32.9312324523926,-96.4597091674805
TX,1178.0,1526.0,TX,Grapevine,203.0,42059.0,54.0,0.0,3,8.0,92.0,145.0,Tarrant County,32.9342956542969,-97.0780715942383
TX,214.0,333.0,TX,Santa Fe,97.0,9548.0,17.0,0.0,2,8.0,26.0,22.0,Galveston County,29.3780155181885,-95.1057662963867
TX,270.0,457.0,TX,Gonzales,186.0,7202.0,86.0,0.0,5,8.0,105.0,1.0,Gonzales County,29.5016269683838,-97.4524841308594
TX,335.0,526.0,TX,Dickinson,145.0,17093.0,26.0,3.0,1,8.0,56.0,46.0,Galveston County,29.4607925415039,-95.0513153076172
TX,1027.0,1230.0,TX,Seguin,160.0,22011.0,39.0,0.0,1,8.0,59.0,43.0,Guadalupe County,29.5688400268555,-97.9647216796875
TX,365.0,491.0,TX,Friendswood,101.0,29037.0,29.0,0.0,2,8.0,42.0,25.0,Galveston County,29.5294017791748,-95.201042175293
TX,193.0,263.0,TX,Andrews,59.0,9652.0,20.0,0.0,2,8.0,31.0,11.0,Andrews County,32.3187141418457,-102.545715332031
TX,302.0,345.0,TX,Portland,32.0,14827.0,11.0,0.0,0,9.0,20.0,11.0,San Patricio County,27.8772411346436,-97.3238754272461
TX,470.0,600.0,TX,Georgetown,87.0,28339.0,32.0,0.0,1,9.0,50.0,43.0,Williamson County,30.6326942443848,-97.6772308349609
TX,364.0,515.0,TX,Clute,118.0,10424.0,39.0,0.0,3,9.0,56.0,33.0,Brazoria County,29.0246868133545,-95.3988342285156
TX,186.0,261.0,TX,Hillsboro,57.0,8232.0,14.0,0.0,0,9.0,33.0,18.0,Hill County,32.010986328125,-97.1300048828125
TX,244.0,405.0,TX,Freeport,135.0,12708.0,28.0,1.0,0,9.0,47.0,26.0,Brazoria County,28.954137802124,-95.3596572875977
TX,710.0,1110.0,TX,Missouri City,282.0,52913.0,80.0,1.0,29,9.0,145.0,118.0,Fort Bend County,29.6185626983643,-95.5377197265625
TX,1192.0,1560.0,TX,Humble,144.0,14579.0,35.0,3.0,4,10.0,106.0,224.0,Harris County,29.9988288879395,-95.2621536254883
TX,220.0,287.0,TX,Pleasanton,57.0,8266.0,24.0,0.0,2,10.0,36.0,10.0,Atascosa County,28.9671897888184,-98.4786224365234
TX,653.0,889.0,TX,Mineral Wells,194.0,16946.0,36.0,1.0,2,10.0,55.0,42.0,Palo Pinto County,32.8084564208984,-98.1128234863281
TX,210.0,290.0,TX,Gun Barrel City,72.0,5145.0,31.0,1.0,0,10.0,44.0,8.0,Henderson County,32.3345832824707,-96.1513595581055
TX,962.0,1182.0,TX,Burleson,145.0,20976.0,36.0,0.0,5,10.0,57.0,75.0,Johnson County,32.5420761108398,-97.3208465576172
TX,838.0,1635.0,TX,Lancaster,570.0,25894.0,145.0,3.0,1,10.0,175.0,227.0,Dallas County,32.5920753479004,-96.756103515625
TX,222.0,299.0,TX,Elgin,63.0,5700.0,12.0,0.0,0,10.0,25.0,14.0,Bastrop County,30.3496475219727,-97.3702774047852
TX,224.0,317.0,TX,Port Lavaca,67.0,12035.0,19.0,0.0,1,10.0,31.0,26.0,Calhoun County,28.6149940490723,-96.626091003418
TX,1172.0,1558.0,TX,San Benito,331.0,23444.0,51.0,1.0,8,10.0,76.0,55.0,Cameron County,26.1325721740723,-97.6310958862305
TX,3743.0,5374.0,TX,Mesquite,926.0,124523.0,310.0,5.0,46,10.0,496.0,705.0,Dallas County,32.7667999267578,-96.5991592407227
TX,2121.0,3118.0,TX,Richardson,685.0,91802.0,122.0,3.0,12,11.0,234.0,312.0,Dallas County,32.9481811523438,-96.7297134399414
TX,130.0,232.0,TX,Hitchcock,68.0,6386.0,16.0,0.0,1,11.0,29.0,34.0,Galveston County,29.348295211792,-95.0160369873047
TX,1672.0,2152.0,TX,New Braunfels,401.0,36494.0,94.0,0.0,3,11.0,132.0,79.0,Comal County,29.7030048370361,-98.1244583129883
TX,663.0,871.0,TX,Henderson,161.0,11273.0,100.0,0.0,3,11.0,125.0,47.0,Rusk County,32.1532211303711,-94.7993850708008
TX,2379.0,3184.0,TX,Frisco,733.0,33714.0,72.0,1.0,8,11.0,98.0,72.0,Collin County,33.1506767272949,-96.8236083984375
TX,713.0,915.0,TX,Kilgore,153.0,11301.0,22.0,0.0,2,11.0,41.0,49.0,Gregg County,32.3862609863281,-94.8757705688477
TX,279.0,437.0,TX,Forest Hill,120.0,12949.0,44.0,0.0,0,11.0,95.0,38.0,Tarrant County,32.6720733642578,-97.2691802978516
TX,1014.0,2075.0,TX,Port Arthur,814.0,57755.0,240.0,2.0,42,12.0,394.0,247.0,Jefferson County,29.8988246917725,-93.9287796020508
TX,2624.0,3654.0,TX,Odessa,774.0,90943.0,512.0,2.0,33,12.0,614.0,256.0,Ector County,31.8456859588623,-102.367637634277
TX,437.0,657.0,TX,Jacksonville,188.0,13868.0,58.0,1.0,1,12.0,85.0,32.0,Cherokee County,31.9637756347656,-95.2705078125
